"transcript","20200717-NSP1-HEK-1-setB","20200717-NSP1-HEK-2-setB","20200717-NSP1-HEK-3-setB","20200717-NSP2-HEK-1-setB","20200717-NSP2-HEK-2-setB","20200717-NSP2-HEK-3-setB"
"UGT1A8-201",0,0,0,0,0,0
"UGT1A9-201",0,0,0,0,0,0
"UGT2A1-203",0,1,0,0,0,0
"UGT2A2-202",0,0,0,0,0,0
"UGT2A3-201",0,0,0,0,0,0
"UGT2B10-201",0,0,0,0,0,0
"UGT2B11-201",0,0,0,0,0,0
"UGT2B15-201",0,0,0,0,0,0
"UGT2B17-201",0,0,0,0,0,0
"UGT2B28-201",1,0,0,0,0,0
"UGT2B4-201",2,0,1,0,2,0
"UGT2B7-201",0,0,0,0,0,0
"UGT3A1-201",0,0,0,0,0,0
"UGT3A2-201",3,3,2,13,7,2
"UGT8-201",28,21,10,28,33,18
"UHMK1-202",43,46,47,48,46,56
"UHRF1-206",241,265,198,281,313,255
"UHRF1BP1-201",116,124,58,160,215,159
"UHRF1BP1L-201",72,72,48,104,106,81
"UHRF2-201",43,44,27,37,54,49
"UIMC1-201",126,142,92,129,170,149
"ULBP1-201",0,3,0,2,2,2
"ULBP2-201",1,4,2,6,4,2
"ULBP3-201",16,14,7,19,14,13
"ULK1-201",49,55,39,63,65,61
"ULK2-202",12,14,25,20,27,13
"ULK3-201",20,28,13,28,39,17
"ULK4-201",11,11,7,14,14,15
"UMAD1-206",5,1,0,1,3,2
"UMOD-201",0,1,0,0,0,0
"UMODL1-206",0,0,0,0,1,0
"UMPS-201",138,155,103,131,178,140
"UNC119-202",30,30,19,24,30,25
"UNC119B-201",38,59,19,51,58,44
"UNC13A-202",1,3,3,0,1,0
"UNC13B-201",105,117,96,158,180,136
"UNC13C-201",0,0,0,1,0,0
"UNC13D-201",2,0,0,0,0,0
"UNC45A-202",108,154,76,185,200,158
"UNC45B-201",2,0,0,1,2,0
"UNC50-201",13,19,9,17,25,4
"UNC5A-201",1,1,0,2,2,4
"UNC5B-201",48,67,28,57,64,45
"UNC5C-201",28,33,10,22,33,34
"UNC5CL-201",0,1,0,0,0,0
"UNC5D-202",0,0,0,0,0,0
"UNC79-201",0,1,1,0,2,0
"UNC80-201",1,2,0,1,2,0
"UNC93A-201",0,0,0,0,1,0
"UNC93B1-201",35,17,8,23,31,21
"UNCX-201",24,23,8,18,28,18
"UNG-201",72,82,42,60,83,65
"UNK-205",66,56,26,76,93,79
"UNKL-210",23,22,10,15,22,18
"UPB1-201",0,0,0,0,0,0
"UPF1-201",264,259,161,212,296,247
"UPF2-201",136,180,104,152,195,157
"UPF3A-202",29,32,25,52,48,24
"UPF3B-201",296,385,209,294,350,283
"UPK1A-204",0,0,0,0,0,0
"UPK1B-201",0,0,0,0,0,0
"UPK2-201",0,0,0,0,0,0
"UPK3A-201",0,0,0,0,0,0
"UPK3B-201",0,6,4,3,5,2
"UPK3BL1-201",0,0,0,0,0,0
"UPP1-201",3,5,2,7,7,9
"UPP2-201",0,0,0,0,0,1
"UPRT-203",7,6,9,8,22,17
"UQCC1-205",31,32,20,54,34,21
"UQCC2-204",74,92,60,121,127,115
"UQCC3-202",18,23,20,39,33,20
"UQCR10-201",73,82,46,116,133,138
"UQCR11-203",0,0,0,0,0,0
"UQCRB-201",221,259,146,287,408,296
"UQCRC1-201",155,201,115,238,293,273
"UQCRC2-201",167,207,135,217,316,220
"UQCRFS1-201",117,128,78,142,173,110
"UQCRH-201",22,19,16,26,39,28
"UQCRHL-201",0,0,0,0,0,1
"UQCRQ-203",74,127,75,146,176,175
"URAD-201",1,0,0,0,3,0
"URB1-201",203,193,143,181,219,216
"URB2-201",184,219,121,133,146,148
"URGCP-201",34,49,32,43,50,34
"URGCP-MRPS24-201",0,0,0,0,1,2
"URI1-202",190,197,125,203,259,239
"URM1-203",6,8,5,14,6,12
"UROC1-201",0,0,0,0,0,0
"UROD-201",78,95,82,162,187,134
"UROS-218",36,40,15,46,40,44
"USB1-201",20,27,13,27,51,35
"USE1-201",27,28,12,31,35,29
"USF1-203",23,24,16,24,38,38
"USF2-201",103,100,67,117,153,108
"USF3-201",107,126,69,115,147,134
"USH1C-202",5,12,6,16,17,16
"USH1G-202",0,2,0,0,0,0
"USH2A-201",0,0,2,4,2,1
"USHBP1-201",0,0,0,0,0,0
"USO1-204",208,295,159,297,326,328
"USP1-201",246,328,163,315,392,347
"USP10-201",219,272,173,289,366,306
"USP11-201",211,231,151,341,398,306
"USP12-201",42,44,16,29,35,51
"USP13-201",99,121,82,130,169,149
"USP14-201",120,145,75,169,182,143
"USP15-203",113,134,82,139,155,125
"USP16-201",118,138,85,135,176,158
"USP17L1-201",0,0,0,0,0,0
"USP17L10-201",0,0,0,0,0,0
"USP17L11-201",0,0,0,0,0,0
"USP17L12-201",0,0,0,0,0,0
"USP17L13-201",0,0,0,0,0,0
"USP17L15-202",0,0,0,1,0,0
"USP17L17-201",0,0,0,0,0,0
"USP17L18-201",0,0,0,0,0,0
"USP17L19-201",0,0,0,0,0,0
"USP17L2-201",0,0,0,1,0,0
"USP17L20-201",0,0,0,0,0,0
"USP17L21-201",0,0,0,0,0,0
"USP17L22-201",0,0,0,0,0,0
"USP17L24-201",0,0,0,0,0,0
"USP17L25-201",0,0,0,0,0,0
"USP17L26-201",0,0,0,0,0,0
"USP17L27-201",0,0,0,0,0,0
"USP17L28-201",0,0,0,0,0,0
"USP17L29-201",0,0,0,0,0,0
"USP17L3-201",0,0,0,0,0,0
"USP17L30-201",0,0,0,0,0,0
"USP17L4-201",0,0,0,0,0,0
"USP17L5-201",0,0,0,0,0,0
"USP17L7-201",0,0,0,0,0,0
"USP17L8-201",0,0,0,1,0,0
"USP18-201",6,7,3,13,3,3
"USP19-202",116,106,95,152,162,146
"USP2-201",23,36,24,35,43,42
"USP20-201",19,15,24,34,45,33
"USP21-203",39,47,25,37,42,36
"USP22-201",313,312,204,340,431,342
"USP24-201",266,298,169,326,362,342
"USP25-201",138,163,79,181,213,175
"USP26-203",0,0,0,0,0,0
"USP27X-201",15,10,9,14,19,9
"USP28-201",83,91,63,114,119,107
"USP29-201",0,0,1,0,0,1
"USP3-202",27,54,20,39,53,23
"USP30-201",14,24,16,24,28,23
"USP31-201",51,65,41,51,60,54
"USP32-201",80,98,43,131,128,105
"USP33-204",243,264,141,289,320,254
"USP34-201",306,347,212,347,406,295
"USP35-203",7,5,8,7,11,10
"USP36-203",195,251,140,187,248,173
"USP37-201",80,85,78,79,94,65
"USP38-201",50,55,53,48,51,61
"USP39-201",123,146,94,131,190,149
"USP4-201",70,63,51,76,99,74
"USP40-208",39,34,22,32,47,33
"USP41-202",0,0,1,0,0,0
"USP42-201",69,87,51,86,92,73
"USP43-201",8,9,2,12,9,4
"USP44-201",15,18,7,16,18,12
"USP45-201",42,36,31,29,44,30
"USP46-201",24,21,23,26,26,17
"USP47-207",251,280,144,300,332,292
"USP48-201",180,243,142,263,287,260
"USP49-203",20,19,9,10,23,14
"USP5-202",111,137,79,184,197,168
"USP50-203",0,1,0,0,0,0
"USP51-201",12,9,6,8,10,7
"USP53-202",71,89,57,71,92,102
"USP54-201",67,95,64,101,108,72
"USP6-205",0,0,0,0,1,0
"USP6NL-201",35,45,46,51,53,57
"USP7-201",368,409,258,519,542,500
"USP8-202",115,150,80,160,187,148
"USP9X-201",976,1259,739,1404,1590,1397
"USP9Y-201",8,23,12,9,14,6
"USPL1-201",37,38,22,29,36,56
"UST-201",32,20,19,27,30,25
"UTF1-201",1,3,2,3,7,2
"UTP11-201",139,177,95,201,252,219
"UTP14A-201",192,238,157,236,272,222
"UTP14C-201",39,37,32,48,42,35
"UTP15-201",112,126,70,98,108,91
"UTP18-201",144,200,120,197,261,230
"UTP20-201",347,446,262,371,430,356
"UTP23-201",22,26,14,24,29,36
"UTP25-202",99,119,65,100,116,78
"UTP3-201",104,118,64,127,148,123
"UTP4-201",114,134,97,137,171,107
"UTP6-201",278,347,244,346,395,329
"UTRN-204",221,220,151,247,315,266
"UTS2-201",0,0,0,0,0,3
"UTS2B-201",0,0,0,0,0,0
"UTS2R-201",10,16,5,8,5,13
"UTY-202",0,0,0,0,0,0
"UVRAG-201",27,42,12,21,44,26
"UVSSA-202",25,26,13,9,29,24
"UXS1-203",72,121,70,95,111,91
"UXT-201",42,46,16,69,79,45
"VAC14-201",61,73,43,83,92,52
"VAMP1-202",1,4,4,5,3,1
"VAMP2-201",10,10,3,10,19,11
"VAMP3-201",15,21,9,20,26,31
"VAMP4-201",12,7,14,15,33,13
"VAMP5-201",0,0,0,1,0,0
"VAMP7-202",57,68,31,76,89,72
"VAMP8-201",2,2,2,2,10,4
"VANGL1-202",25,37,14,23,31,41
"VANGL2-201",21,23,21,34,30,32
"VAPA-202",58,83,44,79,95,80
"VAPB-204",83,90,45,85,107,92
"VARS-215",302,375,273,447,546,470
"VARS2-201",50,54,39,75,73,66
"VASH1-201",8,15,8,29,37,25
"VASH2-211",8,5,4,0,5,8
"VASN-201",5,7,3,0,1,5
"VASP-201",34,30,27,57,56,70
"VAT1-201",71,87,52,109,132,96
"VAT1L-201",0,0,0,0,0,0
"VAV1-210",2,6,5,7,10,7
"VAV2-203",41,64,47,76,65,44
"VAV3-202",8,18,3,14,12,19
"VAX1-202",2,1,0,1,3,2
"VAX2-201",8,9,6,9,6,14
"VBP1-201",53,68,48,89,92,98
"VCAM1-201",1,0,0,0,0,0
"VCAN-201",280,324,226,344,475,363
"VCL-201",254,287,169,382,457,402
"VCP-201",385,397,279,499,612,499
"VCPIP1-201",64,95,49,65,88,72
"VCPKMT-202",4,4,5,4,6,7
"VCX-202",0,0,0,0,0,0
"VCX2-201",0,0,0,0,0,0
"VCX3A-201",0,0,0,0,0,0
"VCX3B-202",0,0,0,0,0,0
"VCY-201",0,0,0,0,0,0
"VCY1B-201",0,0,0,0,0,0
"VDAC1-201",349,404,277,471,557,440
"VDAC2-203",233,267,195,344,435,310
"VDAC3-201",100,133,90,154,194,127
"VDR-201",10,7,5,7,8,6
"VEGFA-222",25,36,38,67,78,75
"VEGFB-201",19,27,26,29,34,35
"VEGFC-202",13,14,7,17,17,14
"VEGFD-201",0,0,0,0,0,0
"VENTX-201",0,0,0,0,0,0
"VEPH1-201",0,0,0,1,0,1
"VEZF1-202",77,81,58,90,71,72
"VEZT-204",77,100,60,109,145,100
"VGF-201",0,0,0,0,6,3
"VGLL1-201",0,0,0,0,0,0
"VGLL2-201",2,2,0,4,0,0
"VGLL3-202",4,5,0,5,8,8
"VGLL4-201",19,9,8,8,13,20
"VHL-201",70,94,54,96,131,98
"VHLL-201",1,2,0,2,0,2
"VIL1-201",0,0,0,0,0,0
"VILL-201",3,0,3,2,1,4
"VIM-209",470,533,389,685,807,718
"VIP-202",0,0,0,0,0,0
"VIPAS39-206",21,30,26,40,51,34
"VIPR1-201",4,4,1,2,1,1
"VIPR2-201",0,1,0,0,0,2
"VIRMA-201",189,264,109,254,305,247
"VIT-202",0,1,0,0,0,0
"VKORC1-205",16,5,14,15,18,14
"VKORC1L1-201",37,35,16,23,39,27
"VLDLR-203",9,17,12,25,22,19
"VMA21-201",13,33,13,16,25,42
"VMAC-201",3,0,1,0,0,6
"VMO1-201",0,0,1,0,0,0
"VMP1-201",35,57,29,49,54,60
"VN1R1-201",0,1,1,0,0,0
"VN1R2-201",1,7,5,5,11,6
"VN1R4-201",0,0,0,0,0,0
"VNN1-201",0,0,0,0,0,0
"VNN2-201",0,0,0,0,0,1
"VNN3-202",0,0,0,0,0,0
"VOPP1-201",10,24,13,22,17,19
"VPREB1-202",0,0,0,0,0,0
"VPREB3-201",0,0,0,0,0,0
"VPS11-208",38,56,39,84,89,62
"VPS13A-203",278,309,209,360,312,312
"VPS13B-203",66,75,54,88,79,84
"VPS13C-201",129,135,82,151,162,179
"VPS13D-214",194,171,107,225,220,197
"VPS16-202",24,21,17,29,27,42
"VPS18-201",27,46,33,36,46,27
"VPS25-201",43,57,32,65,85,39
"VPS26A-202",71,65,33,98,100,90
"VPS26B-201",45,62,29,67,73,54
"VPS26C-201",9,15,12,19,15,17
"VPS28-201",12,13,11,14,18,16
"VPS29-206",46,49,32,71,76,70
"VPS33A-201",12,21,15,23,23,19
"VPS33B-201",1,0,0,0,2,2
"VPS35-201",187,196,132,243,284,224
"VPS35L-201",62,69,52,104,131,78
"VPS36-201",31,30,27,32,34,53
"VPS37A-201",26,41,18,24,32,24
"VPS37B-201",28,31,19,35,31,26
"VPS37C-201",18,25,14,16,26,14
"VPS37D-201",1,4,1,1,2,6
"VPS39-201",52,59,39,93,76,73
"VPS41-202",127,143,74,124,171,137
"VPS45-202",55,70,48,85,79,64
"VPS4A-201",155,173,102,139,169,174
"VPS4B-201",17,28,26,26,37,44
"VPS50-202",40,43,19,35,36,35
"VPS51-201",52,65,46,80,85,67
"VPS52-212",89,100,43,108,115,95
"VPS53-201",61,58,40,79,70,66
"VPS54-201",104,99,62,101,128,87
"VPS72-202",97,115,108,127,162,127
"VPS8-227",47,43,32,53,65,56
"VPS9D1-201",15,20,11,25,31,21
"VRK1-201",64,127,46,98,94,103
"VRK2-206",33,36,30,36,58,35
"VRK3-217",25,21,13,17,42,31
"VRTN-201",0,0,0,0,0,0
"VSIG1-201",1,0,0,0,0,0
"VSIG10-202",3,3,8,18,9,11
"VSIG10L-201",4,2,4,1,2,0
"VSIG10L2-202",0,1,0,1,0,1
"VSIG2-201",0,1,0,0,1,2
"VSIG4-201",0,0,0,0,0,0
"VSIG8-201",0,0,0,0,0,0
"VSIR-201",0,1,0,0,0,0
"VSNL1-203",1,4,1,4,0,6
"VSTM1-201",0,0,0,0,0,0
"VSTM2A-204",2,0,0,0,0,0
"VSTM2B-201",0,0,0,0,0,0
"VSTM2L-202",1,1,0,0,1,1
"VSTM4-201",1,2,1,4,2,1
"VSTM5-202",0,0,0,0,0,0
"VSX1-202",0,0,0,0,0,0
"VSX2-201",0,0,0,0,0,0
"VTA1-202",66,84,60,105,120,139
"VTCN1-203",0,0,0,0,0,0
"VTI1A-201",25,17,22,19,22,25
"VTI1B-204",84,112,60,92,129,88
"VTN-201",0,1,0,0,0,0
"VWA1-203",5,10,4,3,9,12
"VWA2-202",2,0,0,0,0,0
"VWA3A-202",1,1,0,1,1,2
"VWA3B-213",0,0,0,0,0,0
"VWA5A-205",0,0,1,7,1,0
"VWA5B1-202",2,3,1,0,1,0
"VWA5B2-202",2,4,3,2,0,2
"VWA7-201",0,0,0,0,1,0
"VWA8-201",47,54,24,55,50,45
"VWC2-201",0,0,0,0,1,0
"VWC2L-201",0,0,0,0,0,0
"VWCE-202",2,1,0,1,4,0
"VWDE-201",12,11,5,20,16,11
"VWF-201",0,0,0,0,3,1
"VXN-201",0,0,0,0,0,0
"WAC-203",223,275,159,290,361,326
"WAPL-202",233,306,167,327,375,338
"WARS-202",134,168,111,227,282,223
"WARS2-201",26,33,20,38,47,33
"WAS-201",2,1,2,0,0,0
"WASF1-207",111,122,67,120,148,103
"WASF2-202",116,147,92,140,180,150
"WASF3-201",32,23,14,25,30,28
"WASHC1-201",110,108,75,144,162,123
"WASHC2A-201",41,50,37,49,67,52
"WASHC2C-204",29,40,26,40,55,60
"WASHC3-201",12,15,7,18,31,27
"WASHC4-202",68,90,54,78,75,89
"WASHC5-201",114,158,98,172,156,164
"WASL-201",67,104,39,65,121,70
"WBP1-201",2,0,0,0,1,0
"WBP11-201",235,289,177,310,368,283
"WBP1L-202",24,18,12,15,22,18
"WBP2-215",68,65,37,73,89,79
"WBP2NL-201",0,0,1,0,0,0
"WBP4-201",15,17,12,24,34,29
"WDCP-201",31,36,24,23,32,25
"WDFY1-201",33,36,25,28,47,45
"WDFY2-201",6,9,5,10,18,6
"WDFY3-201",150,170,128,165,204,206
"WDFY4-201",0,0,1,0,1,1
"WDHD1-201",148,171,82,169,184,171
"WDPCP-201",18,19,9,12,28,12
"WDR1-203",187,218,129,252,283,241
"WDR11-201",90,102,48,136,157,123
"WDR12-201",74,101,44,105,106,95
"WDR13-202",21,28,17,42,39,29
"WDR17-201",20,18,14,37,39,32
"WDR18-202",96,103,70,127,152,131
"WDR19-201",44,73,33,79,87,68
"WDR20-203",33,52,27,35,61,35
"WDR24-202",48,49,20,42,56,51
"WDR25-201",5,7,8,11,17,14
"WDR26-201",163,221,129,193,257,247
"WDR27-203",14,18,10,20,16,9
"WDR3-201",383,456,284,428,616,409
"WDR31-201",1,2,0,3,2,0
"WDR33-201",237,278,199,300,383,275
"WDR34-201",53,63,45,97,130,114
"WDR35-201",65,84,57,92,116,71
"WDR36-203",108,124,78,115,139,120
"WDR37-202",10,23,2,10,17,26
"WDR38-201",0,0,0,0,0,0
"WDR4-202",38,46,36,42,58,43
"WDR41-201",61,83,40,91,116,93
"WDR43-202",418,495,323,476,581,487
"WDR44-201",113,164,78,140,179,167
"WDR45-202",19,25,12,38,40,27
"WDR45B-201",53,60,21,45,51,60
"WDR46-231",104,108,59,126,136,121
"WDR47-204",42,58,29,28,53,49
"WDR48-201",85,91,54,112,153,120
"WDR49-201",5,0,1,0,1,3
"WDR5-201",71,80,41,69,92,100
"WDR53-201",8,18,7,18,11,16
"WDR54-201",16,29,14,34,26,50
"WDR55-201",45,37,27,39,62,44
"WDR59-201",102,95,44,118,107,94
"WDR5B-201",14,19,4,9,6,5
"WDR6-201",102,141,97,129,158,116
"WDR60-202",109,118,67,103,131,112
"WDR61-201",72,66,56,75,119,64
"WDR62-201",110,127,99,119,143,115
"WDR63-201",11,11,8,4,15,15
"WDR64-204",0,0,0,0,0,0
"WDR66-201",3,8,1,0,1,2
"WDR7-201",38,80,43,57,68,62
"WDR70-201",50,71,47,84,75,73
"WDR72-202",2,1,1,1,0,2
"WDR73-202",48,53,36,36,50,58
"WDR74-204",44,60,57,66,81,71
"WDR75-201",136,213,114,187,185,198
"WDR76-201",90,78,68,69,122,72
"WDR77-201",149,158,79,136,153,118
"WDR78-203",14,24,4,10,12,9
"WDR81-202",39,39,29,35,44,22
"WDR82-201",76,79,52,50,86,76
"WDR83-201",9,20,10,12,23,18
"WDR83OS-202",0,0,0,0,0,0
"WDR86-201",0,0,0,0,0,0
"WDR87-201",0,3,0,0,0,0
"WDR88-201",1,3,2,0,0,0
"WDR89-202",28,29,19,30,28,24
"WDR90-201",22,15,12,30,28,24
"WDR91-201",33,46,26,32,22,35
"WDR92-201",0,0,0,0,0,0
"WDR93-201",1,2,0,2,0,0
"WDR97-201",1,1,0,0,1,1
"WDSUB1-205",11,4,3,16,10,10
"WDTC1-202",43,32,23,63,85,63
"WDYHV1-201",1,14,3,3,5,19
"WEE1-202",83,83,65,96,127,102
"WEE2-201",0,0,1,0,1,0
"WFDC1-201",0,0,0,0,0,3
"WFDC10A-201",0,0,0,0,0,0
"WFDC10B-202",0,0,0,0,0,0
"WFDC11-202",0,0,0,0,0,0
"WFDC12-201",0,0,0,0,0,0
"WFDC13-201",0,0,0,0,0,0
"WFDC2-204",2,0,0,0,0,0
"WFDC3-201",0,0,0,0,0,0
"WFDC5-202",0,0,0,0,0,0
"WFDC6-202",0,0,0,0,0,0
"WFDC8-202",0,0,0,0,0,0
"WFDC9-201",0,0,0,0,0,0
"WFIKKN1-201",0,1,2,0,2,4
"WFIKKN2-201",0,0,0,0,1,0
"WFS1-201",47,46,39,44,60,46
"WHAMM-201",87,103,69,63,97,91
"WHRN-202",35,31,14,47,52,26
"WIF1-201",0,0,0,1,0,0
"WIPF1-204",12,25,12,28,37,20
"WIPF2-201",35,36,24,56,55,28
"WIPF3-201",9,10,3,17,13,12
"WIPI1-201",1,8,1,11,6,10
"WIPI2-203",42,55,36,74,101,63
"WISP1-202",0,0,0,0,1,0
"WISP2-203",0,0,0,1,0,0
"WISP3-204",1,0,0,1,1,0
"WIZ-209",123,126,94,112,175,131
"WLS-201",60,85,51,81,113,92
"WNK1-201",693,807,483,788,1026,818
"WNK2-201",187,217,146,233,257,217
"WNK3-201",73,70,42,67,65,76
"WNK4-201",4,7,8,4,3,3
"WNT1-201",1,0,0,0,0,0
"WNT10A-201",0,0,0,0,0,0
"WNT10B-201",2,5,1,2,5,5
"WNT11-201",7,7,9,6,12,2
"WNT16-201",0,1,0,0,0,0
"WNT2-201",1,0,0,0,1,1
"WNT2B-202",1,2,2,2,4,1
"WNT3-201",3,2,3,7,6,5
"WNT3A-201",0,0,0,1,0,1
"WNT4-201",0,0,0,0,0,0
"WNT5A-201",16,15,9,16,13,9
"WNT5B-202",7,10,6,12,13,11
"WNT6-201",0,0,0,0,1,2
"WNT7A-201",0,1,0,0,0,0
"WNT7B-201",0,0,0,0,1,0
"WNT8A-202",0,0,1,1,0,0
"WNT8B-201",0,2,0,1,1,1
"WNT9A-201",0,1,0,0,0,0
"WNT9B-201",0,0,0,2,0,0
"WRAP53-201",13,24,12,35,35,25
"WRAP73-201",26,28,15,23,35,36
"WRB-201",2,2,3,2,1,0
"WRB-SH3BGR-201",0,0,0,1,0,0
"WRN-201",72,81,47,85,91,75
"WRNIP1-204",76,82,61,82,108,106
"WSB1-201",30,47,35,43,58,40
"WSB2-201",30,27,26,47,40,31
"WSCD1-208",21,25,14,42,37,34
"WSCD2-201",0,0,0,0,0,0
"WT1-201",10,14,5,8,15,4
"WTAP-202",137,165,108,161,189,156
"WTIP-202",2,3,0,3,2,3
"WWC1-201",71,85,62,87,113,106
"WWC2-201",83,128,61,117,139,101
"WWC3-201",2,1,1,2,5,0
"WWOX-214",15,16,3,20,23,18
"WWP1-202",43,50,42,68,90,75
"WWP2-202",51,73,39,78,96,83
"WWTR1-203",38,48,34,59,67,53
"XAB2-201",67,93,33,106,138,115
"XAF1-202",0,0,0,0,0,0
"XAGE1A-203",0,0,0,0,0,0
"XAGE1B-203",0,0,0,0,0,0
"XAGE2-201",0,0,0,0,0,0
"XAGE3-201",0,0,0,0,0,0
"XAGE5-201",0,0,0,0,0,0
"XBP1-201",172,199,134,270,368,301
"XCL1-201",0,0,1,0,0,0
"XCL2-201",0,0,0,0,1,0
"XCR1-201",0,0,0,2,0,0
"XDH-201",0,1,3,0,2,1
"XG-201",0,0,1,0,0,0
"XIAP-202",45,64,36,72,64,57
"XIRP1-201",0,0,0,1,0,0
"XIRP2-202",0,0,0,1,0,0
"XK-201",2,6,1,6,12,6
"XKR3-201",0,0,0,0,0,0
"XKR4-201",0,0,0,0,2,0
"XKR5-201",0,0,0,0,1,3
"XKR6-203",2,3,3,4,7,4
"XKR7-201",0,0,0,0,0,0
"XKR8-201",8,7,5,11,10,13
"XKR9-201",0,0,0,0,0,0
"XKRX-201",1,0,0,1,0,0
"XPA-201",39,27,36,53,70,56
"XPC-201",117,109,73,174,186,156
"XPNPEP1-218",51,57,43,59,87,92
"XPNPEP2-202",1,0,0,0,0,0
"XPNPEP3-201",48,41,28,48,63,36
"XPO1-201",508,575,320,560,658,618
"XPO4-201",112,134,76,123,176,125
"XPO5-201",180,258,142,245,289,265
"XPO6-201",275,291,190,299,401,341
"XPO7-201",143,189,101,161,202,171
"XPOT-201",342,427,254,442,589,490
"XPR1-202",49,65,30,83,90,92
"XRCC1-201",92,124,75,109,130,115
"XRCC2-201",19,30,15,23,35,23
"XRCC3-202",19,33,13,20,19,18
"XRCC4-205",7,14,14,21,26,24
"XRCC5-202",864,1178,717,1350,1713,1370
"XRCC6-201",898,1142,728,1345,1624,1301
"XRN1-201",100,141,68,175,187,134
"XRN2-201",244,304,198,326,398,317
"XRRA1-202",9,8,10,14,13,8
"XXYLT1-201",22,24,22,26,23,33
"XYLB-201",51,43,34,39,38,38
"XYLT1-201",8,12,9,2,15,10
"XYLT2-201",29,48,41,45,63,43
"YAE1-201",15,14,12,17,18,19
"YAF2-203",27,8,11,20,19,35
"YAP1-201",78,88,56,96,132,95
"YARS-201",233,268,169,389,501,410
"YARS2-201",36,43,38,59,55,50
"YBEY-201",3,2,2,1,9,3
"YBX1-201",2529,3162,1933,3939,4809,4298
"YBX2-201",6,8,1,8,7,5
"YBX3-201",575,600,407,840,1166,880
"YDJC-201",90,99,66,80,147,110
"YEATS2-201",102,125,88,138,170,160
"YEATS4-201",24,40,13,26,36,30
"YES1-205",56,64,56,72,93,81
"YIF1A-203",44,41,22,52,83,57
"YIF1B-203",16,18,14,31,38,29
"YIPF1-201",3,13,7,3,8,8
"YIPF2-201",18,19,17,21,27,29
"YIPF3-202",33,49,25,56,56,49
"YIPF4-201",11,17,15,10,15,17
"YIPF5-201",9,15,9,19,24,18
"YIPF6-204",23,16,9,13,17,12
"YIPF7-202",1,0,0,0,0,0
"YJEFN3-203",1,1,4,1,2,2
"YJU2-201",24,49,27,36,50,36
"YKT6-201",64,55,44,44,56,45
"YLPM1-201",617,766,555,713,899,751
"YME1L1-203",224,220,146,309,336,330
"YOD1-201",28,51,35,32,42,35
"YPEL1-201",1,0,0,2,2,4
"YPEL2-201",1,0,2,1,3,3
"YPEL3-201",5,10,3,14,7,9
"YPEL4-203",0,0,0,0,0,0
"YPEL5-203",15,6,11,36,29,26
"YRDC-201",31,24,12,11,26,20
"YTHDC1-202",243,265,158,269,332,252
"YTHDC2-201",97,122,90,155,160,146
"YTHDF1-202",101,93,61,94,75,71
"YTHDF2-201",158,186,108,162,178,141
"YTHDF3-205",66,102,55,74,110,62
"YWHAB-202",348,468,288,574,563,539
"YWHAE-201",742,924,602,1127,1362,1267
"YWHAG-201",153,199,144,214,232,186
"YWHAH-201",129,163,107,141,175,160
"YWHAQ-202",224,288,192,381,435,396
"YWHAZ-206",503,626,385,775,948,797
"YY1-201",191,271,148,205,266,243
"YY1AP1-205",94,146,73,106,130,123
"YY2-201",5,5,4,11,13,8
"Z82190.2-201",0,0,0,0,0,0
"Z82206.1-201",0,0,0,0,0,0
"Z83844.1-201",0,0,0,0,0,0
"Z83844.3-201",0,0,0,0,0,0
"Z84488.2-201",0,0,0,0,0,0
"Z84492.1-201",0,0,0,0,0,0
"Z98752.3-201",0,0,0,0,0,0
"ZACN-201",1,0,0,0,0,0
"ZADH2-201",37,54,26,39,61,37
"ZAN-205",1,1,0,0,1,0
"ZAP70-201",0,0,0,0,0,0
"ZAR1-201",0,0,0,0,0,0
"ZAR1L-202",0,0,0,1,1,0
"ZBBX-203",5,3,2,1,5,4
"ZBED1-203",15,27,13,29,28,32
"ZBED2-201",0,0,0,0,0,0
"ZBED3-201",3,0,0,0,1,5
"ZBED4-201",116,109,83,113,148,115
"ZBED5-202",23,39,20,34,42,46
"ZBED6-201",0,0,0,0,0,0
"ZBED6CL-201",2,11,1,0,5,0
"ZBED8-201",6,13,8,6,15,9
"ZBED9-201",27,31,15,21,31,25
"ZBP1-201",0,0,0,0,0,0
"ZBTB1-203",64,75,39,57,95,75
"ZBTB10-203",99,116,60,127,88,130
"ZBTB11-201",143,170,86,143,175,155
"ZBTB12-201",11,14,2,17,17,13
"ZBTB14-201",24,20,14,25,30,24
"ZBTB16-201",4,8,6,6,6,5
"ZBTB17-202",42,40,35,37,45,35
"ZBTB18-201",95,92,51,63,94,63
"ZBTB2-201",66,73,53,48,57,47
"ZBTB20-201",2,2,0,6,2,5
"ZBTB21-201",294,72,49,91,108,85
"ZBTB22-208",6,6,2,7,12,9
"ZBTB24-201",67,75,41,56,74,78
"ZBTB25-204",13,13,9,28,21,11
"ZBTB26-202",10,10,10,18,17,12
"ZBTB3-201",15,14,7,9,6,8
"ZBTB32-202",0,1,0,0,0,0
"ZBTB33-201",119,115,107,136,159,128
"ZBTB34-201",18,33,20,30,30,26
"ZBTB37-201",31,29,15,41,39,20
"ZBTB38-220",52,50,27,48,81,46
"ZBTB39-201",54,80,40,68,85,40
"ZBTB4-201",21,35,25,28,22,15
"ZBTB40-204",87,108,74,90,122,90
"ZBTB41-201",47,64,22,54,58,49
